SAMPLE,HAPLOTYPE,CGI_chr1_609358_611269,CGI_chr1_778604_779167,CGI_chr1_827036_828065,CGI_chr1_869818_870248,CGI_chr1_908919_910503,CGI_chr1_919385_919593,CGI_chr1_933952_934964,CGI_chr1_935577_935956,CGI_chr1_936259_936492,CGI_chr1_940225_942983,CGI_chr1_950976_951222,CGI_chr1_976046_979425,CGI_chr1_984346_984547,CGI_chr1_998007_1002030,CGI_chr1_1013290_1013514,CGI_chr1_1013949_1014471,CGI_chr1_1028415_1029127,CGI_chr1_1046772_1047131,CGI_chr1_1048826_1049049,CGI_chr1_1054894_1055314,CGI_chr1_1059056_1059923,CGI_chr1_1080679_1080980,CGI_chr1_1081483_1082059,CGI_chr1_1082719_1083010,CGI_chr1_1084438_1084646,CGI_chr1_1087763_1087967,CGI_chr1_1088695_1089234,CGI_chr1_1090997_1091245,CGI_chr1_1092129_1092350,CGI_chr1_1110664_1110960,CGI_chr1_1115135_1117065,CGI_chr1_1157831_1158096,CGI_chr1_1162663_1165204,CGI_chr1_1173934_1174765,CGI_chr1_1197447_1197838,CGI_chr1_1200980_1201776,CGI_chr1_1206290_1206770,CGI_chr1_1210188_1210498,CGI_chr1_1211328_1211534,CGI_chr1_1213675_1214144,CGI_chr1_1217142_1217754,CGI_chr1_1218404_1219039,CGI_chr1_1222937_1223222,CGI_chr1_1255142_1255419,CGI_chr1_1286017_1294783,CGI_chr1_1296481_1298279,CGI_chr1_1307020_1309805,CGI_chr1_1312606_1313113,CGI_chr1_1318942_1319168,CGI_chr1_1324263_1325255,CGI_chr1_1332055_1333606,CGI_chr1_1336045_1336694,CGI_chr1_1338106_1340460,CGI_chr1_1354327_1355746,CGI_chr1_1387264_1387544,CGI_chr1_1398691_1400222,CGI_chr1_1419779_1420620,CGI_chr1_1426180_1426407,CGI_chr1_1430792_1431014,CGI_chr1_1509208_1509469,CGI_chr1_1529128_1529426,CGI_chr1_1537727_1537962,CGI_chr1_1539582_1541289,CGI_chr1_1561381_1561606,CGI_chr1_1574102_1575367,CGI_chr1_1639975_1640670,CGI_chr1_1645016_1645234,CGI_chr1_1658612_1659481,CGI_chr1_1676459_1676804,CGI_chr1_1739317_1739662,CGI_chr1_1745362_1746894,CGI_chr1_1753934_1754532,CGI_chr1_1760328_1760624,CGI_chr1_1777955_1779143,CGI_chr1_1782200_1782702,CGI_chr1_1908519_1909162,CGI_chr1_1927807_1928084,CGI_chr1_1943276_1943576,CGI_chr1_1944178_1944438,CGI_chr1_1954905_1955431,CGI_chr1_1964975_1965189,CGI_chr1_2049812_2051773,CGI_chr1_2109558_2109863,CGI_chr1_2121722_2124405,CGI_chr1_2132343_2132613,CGI_chr1_2133189_2133740,CGI_chr1_2280581_2282442,CGI_chr1_2290759_2291130,CGI_chr1_2300871_2301178,CGI_chr1_2303869_2304228,CGI_chr1_2305003_2307630,CGI_chr1_2317876_2318195,CGI_chr1_2326658_2326984,CGI_chr1_2327625_2327887,CGI_chr1_2331745_2332031,CGI_chr1_2334568_2334993,CGI_chr1_2344919_2345218,CGI_chr1_2372720_2372937,CGI_chr1_2384914_2385310,CGI_chr1_2402111_2402733
HBCC_81965_FTX,H2,98.57087719,NA,0.0,4.6254,56.31244898,91.40625,3.167692308,0.8781481481,40.8105,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.97555556,93.45925926,0.5548039216,10.097,NA,98.32444444,98.09533333,89.32789474,NA,NA,97.795,95.79,NA,NA,NA,47.2120339,98.591,2.28,16.18574074,99.0516,NA,NA,NA,96.09090909,NA,93.3344,NA,92.97185185,NA,NA,NA,0.06772357724,NA,NA,95.83785714,22.9084153,NA,NA,NA,NA,NA,95.34052632,NA,80.59952381,10.02010309,95.243125,0.1224242424,93.04978261,77.01,0.0,95.77185185,NA,NA,97.03765957,98.56818182,0.4491139241,NA,1.666666667,NA,NA,29.08454545,97.89673913,NA,8.593981043,98.485,NA,15.7505,0.9535185185,98.8311039,NA,NA,NA,NA,NA,94.04727273,99.47916667,87.55,97.55533333,99.37869565,97.8625,39.00567568,NA
HBCC_81967_FTX,H1,98.21916667,0.1635,0.06827868852,3.5718,48.93021898,92.819375,17.64894737,9.044814815,28.64368421,1.2355,95.78111111,84.28090498,4.592666667,6.882454955,0.2316666667,61.92771429,83.18685185,95.48307692,93.26473684,96.78428571,0.4229411765,33.0255,89.9955,91.10333333,93.07066667,90.89157895,98.60386364,99.1105,99.72222222,79.9544,1.230821256,2.892,83.44,39.97169492,98.78325,1.588557692,10.7412963,96.058,97.841875,73.48973684,89.0274026,92.42431818,99.68655172,97.3388,85.85503236,88.91518182,4.622536443,92.62361111,91.24333333,0.1161788618,81.55173913,88.19254902,93.93616883,23.89153005,98.1308,0.2323952096,15.50339286,70.03166667,41.93,95.75736842,95.81478261,92.95761905,8.239587629,97.763125,0.09204819277,98.72195652,95.68333333,0.2688172043,80.33777778,NA,0.0,94.523125,91.61772727,0.2119875776,4.664222222,2.540384615,91.92,97.4684,11.4073913,85.34545455,91.36611111,8.681466667,97.14285714,99.88427083,43.7205,8.235283019,98.20388571,0.8584615385,40.89652174,74.99033333,73.66338235,98.55851852,95.84909091,99.13,93.05925,97.95933333,99.22,98.1375,71.29,84.94166667
HBCC_81967_FTX,H2,96.07466258,NA,0.0,9.537,55.1010828,92.71375,7.701630435,10.16074074,53.3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.53157895,96.25,0.7484158416,33.0955,NA,95.42933333,98.83733333,94.64736842,NA,NA,98.43888889,64.02608696,NA,NA,NA,71.44285714,98.7605,1.809619048,7.065090909,91.76,NA,NA,NA,93.29795455,NA,96.2596,NA,82.83833333,NA,NA,NA,0.0,NA,NA,96.17461039,24.8836612,NA,NA,NA,NA,NA,89.90052632,NA,88.99190476,9.420412371,98.5575,0.1997590361,98.65782609,65.30125,0.1723404255,93.34777778,NA,NA,95.214375,97.75409091,0.3844375,NA,2.158076923,NA,NA,24.13086957,85.50674419,NA,6.976283186,97.93,NA,16.238,1.878703704,98.71581006,NA,NA,NA,NA,NA,89.10173913,98.28833333,98.501,98.66466667,99.53666667,97.966875,57.00891892,NA
HBCC_81968_FTX,H1,95.98011976,0.0,0.06884297521,4.584,49.46360294,87.81125,5.665,14.03592593,39.212,0.6577659574,90.15888889,74.39165323,9.844666667,6.466674107,0.0,70.482,92.18307692,95.19115385,91.35157895,96.262,0.377745098,35.64111111,89.52128205,98.98033333,98.67866667,87.84315789,93.48909091,97.734,96.41111111,66.05478261,0.5615458937,1.698,83.50711111,34.76694915,98.7355,2.598857143,14.81230769,88.068,99.431875,74.81105263,96.07532468,97.48909091,98.43448276,98.6556,83.4512966,86.12031579,5.593225806,96.04972222,90.97823529,0.1131967213,85.00336207,93.45509804,97.46428571,39.13644809,99.6668,0.3605988024,37.19247788,46.87421053,42.17470588,94.41631579,97.30826087,90.86809524,9.966597938,90.291875,0.1219277108,98.515,86.83,0.04578947368,96.45888889,95.44851852,0.0,98.95520833,98.26454545,1.0376875,7.304444444,2.793846154,94.25136364,96.3804,20.21,99.1373913,90.81444444,10.65982301,99.29272727,97.39434211,38.6245,4.482222222,99.54078571,0.7692307692,71.22521739,73.13482759,81.97712195,98.76555556,75.69681818,94.84416667,93.05125,94.58034483,97.97416667,91.470625,58.41416667,80.29581395
HBCC_81968_FTX,H2,96.54432749,NA,0.04098360656,3.6732,51.18443662,84.448125,3.767282609,2.608518519,52.2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.11789474,95.6236,0.4123529412,48.2445,NA,98.82566667,98.77933333,94.79222222,NA,NA,97.18888889,89.408,NA,NA,NA,33.33016949,96.32025,0.8481904762,7.711090909,93.478,NA,NA,NA,95.43068182,NA,96.1272,NA,89.78421875,NA,NA,NA,0.04557377049,NA,NA,96.62162338,32.66180328,NA,NA,NA,NA,NA,83.75052632,NA,92.49285714,8.659533679,92.27,0.09508982036,97.86630435,82.61083333,0.4561052632,73.6237037,NA,NA,95.70354167,98.91818182,0.7152173913,NA,1.757948718,NA,NA,23.23454545,92.59826087,NA,8.461244444,98.92681818,NA,27.628,3.44462963,98.85977401,NA,NA,NA,NA,NA,73.73090909,95.8875,99.2595,99.268,95.77478261,93.48625,83.21611111,NA
HBCC_81969_FTX,H1,94.20606061,0.0,0.06884297521,4.957,68.48929936,89.681875,28.61372549,10.34703704,33.795,1.969428571,91.97235294,73.36582645,11.88866667,7.229910714,0.0,64.726,94.666,97.35692308,92.80947368,97.7604,1.395098039,20.70263158,93.77512821,92.966,98.44666667,86.25947368,98.3075,98.592,98.65833333,72.7396,1.931690821,2.038,84.83060109,39.54983051,99.0645,1.870571429,9.562545455,92.602,97.231875,71.91947368,93.05294872,93.33931818,98.67689655,97.2,87.89556452,89.64414063,6.699766082,95.92555556,91.52470588,0.2644262295,81.92525862,90.16470588,92.33383117,27.12508197,99.3032,0.1088622754,27.80495575,70.47894737,23.28722222,89.76947368,91.59043478,71.9295,5.241770833,96.09375,0.1004216867,97.95695652,80.41125,0.0,85.39111111,96.17740741,0.21375,93.13729167,87.94227273,0.1935,8.158888889,2.020897436,86.80136364,89.61,13.19818182,87.37790698,90.20277778,10.85942222,98.70090909,98.90608108,22.74,1.058148148,98.92483871,2.019230769,62.44347826,58.66033333,61.36009804,98.22296296,94.24863636,97.94125,89.19525,95.03933333,97.17583333,93.079375,73.47810811,96.98
HBCC_81969_FTX,H2,92.01967391,NA,0.3017213115,8.0424,50.59808511,95.20875,7.393222222,17.81814815,42.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.69842105,97.51142857,0.723627451,28.2945,NA,98.95,98.28333333,90.37526316,NA,NA,98.26055556,55.7436,NA,NA,NA,77.17518519,97.65675,2.633714286,7.360555556,73.2796,NA,NA,NA,97.12068182,NA,98.026,NA,81.84712871,NA,NA,NA,0.0625203252,NA,NA,95.59623377,28.06450549,NA,NA,NA,NA,NA,92.23736842,NA,96.34952381,4.689690722,100.0,0.2510240964,97.22217391,75.61208333,0.3553684211,74.24185185,NA,NA,89.38875,96.54181818,0.1633986928,NA,2.560128205,NA,NA,14.73478261,82.59272727,NA,8.216133333,99.23714286,NA,82.8645,7.60962963,99.37423729,NA,NA,NA,NA,NA,92.94,94.42958333,99.16675,99.66666667,98.42583333,98.4375,61.21277778,NA
HBCC_81970_FTX,H1,95.68333333,0.08333333333,0.2965289256,7.599591837,44.49806202,82.968125,1.822717391,5.014074074,40.1725,1.13858156,97.98888889,73.1583871,10.03,6.530111857,0.4047368421,80.98571429,95.73226415,100.0,95.05210526,97.9172,0.3290196078,25.354,94.96625,97.815,100.0,99.07388889,97.88954545,98.8195,98.87777778,88.8584,5.434347826,1.9872,93.25786885,39.76711864,98.14275,3.491904762,17.61722222,98.1696,98.680625,73.24552632,99.09935897,96.10272727,95.33965517,96.8576,85.64636066,86.52,7.793952802,94.714,96.60294118,0.09106557377,87.65905172,90.87470588,96.49363636,35.51918033,98.1604,0.05443113772,15.55274336,39.4835,15.96111111,91.24789474,94.26782609,96.29428571,7.824329897,98.648125,0.2930538922,98.05021739,82.38708333,0.0,95.56592593,98.29814815,0.0568125,98.855,94.12590909,0.3601863354,14.12822222,2.350384615,89.47590909,97.7952,24.99565217,96.01826087,93.23722222,9.218274336,98.58590909,99.09725,30.826,1.976346154,100.0,5.348461538,54.06,88.90482759,79.36794118,98.85333333,89.00363636,96.60875,83.94076923,94.72689655,98.78708333,97.75875,66.25297297,79.03372093
HBCC_81970_FTX,H2,98.23888889,NA,0.0595,3.3168,57.56147651,90.59125,5.082934783,3.116666667,31.1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.95842105,97.79666667,0.3567647059,43.595,NA,96.96166667,98.66666667,98.88888889,NA,NA,100.0,85.71521739,NA,NA,NA,59.83824561,98.6495,1.942666667,10.04545455,96.434,NA,NA,NA,94.66522727,NA,97.6284,NA,90.28554687,NA,NA,NA,0.1799180328,NA,NA,95.38396104,25.30306011,NA,NA,NA,NA,NA,96.34263158,NA,91.56428571,13.49896373,95.888125,0.05475903614,97.57391304,79.83041667,0.0,97.57777778,NA,NA,97.51866667,97.5,0.6301875,NA,2.67974359,NA,NA,23.43913043,90.02023256,NA,8.719594595,99.00136364,NA,25.233,2.145283019,99.16467153,NA,NA,NA,NA,NA,72.09272727,98.17875,99.76692308,96.624,99.68956522,96.216875,78.61594595,NA
HBCC_81971_FTX,H1,98.84341176,0.1281666667,0.1142622951,7.9956,59.89167742,84.63,1.723186813,5.795555556,48.299,1.02325,92.645,76.84268182,8.82,9.750247748,0.0,65.01,91.94433962,97.64,85.145,99.5062963,0.6721568627,43.758,98.0995,97.89,99.028,94.00210526,97.97681818,95.7085,98.51833333,71.788,1.240144928,4.2128,80.15664835,57.40192982,99.0525,1.880380952,14.9054717,98.4,93.586,83.03842105,97.65230769,94.21522727,99.26103448,98.18,82.6751461,78.70107843,4.412756598,94.04083333,94.85235294,0.0,87.87689655,86.19568627,93.32642857,51.06032787,98.484,0.2259281437,30.04256637,52.24052632,36.46764706,97.93210526,97.14217391,88.36190476,13.27149485,97.901875,0.06692771084,98.29956522,66.0126087,0.07021052632,86.92074074,96.03666667,0.2174375,87.71333333,96.46863636,0.5244720497,7.439555556,2.820512821,87.44227273,98.6668,21.01217391,91.83444444,92.84555556,9.901371681,97.37521739,97.9406383,29.8525,5.542777778,99.77477477,12.40538462,46.58666667,73.37517241,49.84131707,98.76148148,70.16869565,97.8175,83.78875,94.88933333,98.53416667,98.518125,70.61891892,87.79186047
HBCC_81971_FTX,H2,98.51187135,NA,0.2279338843,9.0222,53.9028,89.89875,6.874117647,16.5162963,19.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.185,99.53703704,2.024607843,7.372,NA,96.673,97.27,95.37684211,NA,NA,99.20611111,82.7384,NA,NA,NA,45.68465517,97.57175,1.053047619,7.741454545,88.346,NA,NA,NA,93.97909091,NA,95.6284,NA,87.995,NA,NA,NA,0.05467213115,NA,NA,96.68318182,45.95726776,NA,NA,NA,NA,NA,97.94736842,NA,82.57095238,9.116597938,99.431875,0.2203592814,97.76804348,68.27125,0.0,76.13666667,NA,NA,98.57625,98.53681818,0.5566459627,NA,2.607820513,NA,NA,19.41782609,92.97913043,NA,13.66137778,98.51318182,NA,28.738,4.442407407,99.68,NA,NA,NA,NA,NA,87.98818182,98.565,95.24282051,98.30766667,98.63916667,97.254375,63.64,NA
HBCC_81972_FTX,H1,97.91313609,0.1233333333,0.2589344262,6.4088,57.69285714,77.416875,4.141318681,1.935185185,31.50684211,1.323571429,96.61888889,74.92933884,14.792,13.70694382,0.0,36.49628571,91.36773585,100.0,93.36842105,96.72464286,0.7675490196,37.7115,93.13725,98.43,97.90666667,87.55631579,99.41511628,98.044,97.34722222,75.45666667,0.6892270531,3.7808,86.1806044,33.7320339,92.97625,1.79847619,5.342363636,90.1268,96.5475,83.22105263,96.95493506,89.67409091,98.53724138,96.776,72.67051887,82.2474,4.728709677,95.88916667,96.26666667,0.1524390244,79.24947826,88.50509804,96.27503268,31.04697802,98.766,0.1100598802,19.09884956,25.57105263,14.84588235,95.19764706,98.07434783,96.8652381,11.23860825,98.448125,0.08982035928,99.27043478,84.49916667,0.1618947368,86.90703704,98.39518519,0.0,87.60895833,97.34545455,0.6114906832,7.543777778,0.7616666667,94.84181818,93.9388,6.44173913,87.88295455,85.72352941,11.59608889,96.43521739,99.79175,17.6655,1.256851852,97.96181818,0.4826923077,77.2173913,84.44433333,85.47719212,95.25814815,63.10045455,97.495,91.897,94.10678571,92.82916667,97.760625,62.92783784,75.22697674
HBCC_81972_FTX,H2,95.05259036,NA,0.0,8.088,51.33120567,80.43625,8.062857143,3.637407407,27.4305,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.88842105,93.73714286,0.7818627451,66.12307692,NA,98.16566667,97.09,88.77894737,NA,NA,98.56888889,63.44391304,NA,NA,NA,36.08711864,98.16325,1.982380952,12.65943396,95.8136,NA,NA,NA,94.15272727,NA,97.3108,NA,84.58602041,NA,NA,NA,0.0,NA,NA,92.62636364,26.21423077,NA,NA,NA,NA,NA,94.96315789,NA,74.59857143,10.06,94.5725,0.0,98.40413043,83.81,0.0,63.00222222,NA,NA,94.2175,95.30909091,0.7401863354,NA,3.130384615,NA,NA,40.715,90.32181818,NA,8.38800885,93.23545455,NA,27.1375,4.637777778,99.06426901,NA,NA,NA,NA,NA,97.94363636,100.0,97.84589744,96.48724138,97.5875,95.543125,35.1775,NA
HBCC_81973_FTX,H1,92.35826347,0.0,0.1158333333,8.3008,52.2379085,90.73625,3.666555556,3.80962963,45.98,1.000996441,96.32444444,80.3288843,12.97133333,6.554067416,0.4272222222,54.724,92.85843137,98.155,95.41789474,97.5548,0.4368627451,35.79105263,97.28974359,97.967,99.23733333,90.42947368,95.85659091,98.5215,98.88944444,57.2126087,0.4546859903,2.6944,82.98762431,27.67741379,98.79425,1.07047619,9.212545455,94.7204,98.4725,73.205,95.73884615,95.31818182,93.47034483,96.6276,84.52994924,89.95960784,5.49494152,92.81861111,89.33333333,0.03699186992,87.10913793,91.7154,96.16785714,40.15579235,95.0288,0.3723952096,9.895929204,32.50555556,30.56235294,NA,97.94,89.99142857,10.82455959,97.435625,0.0,95.88978261,71.60833333,0.1495789474,77.05111111,98.39814815,0.0694375,94.69625,93.19318182,0.5416981132,14.07466667,1.909871795,91.52454545,97.2472,37.85863636,89.47295455,90.20705882,10.05942478,98.35954545,97.688,24.338,4.841666667,97.83635294,1.6064,41.26,83.6362069,79.99141463,91.75518519,69.93318182,90.99541667,94.94475,94.87,99.03708333,94.268125,60.78297297,85.41023256
HBCC_81973_FTX,H2,97.50167665,NA,0.07727272727,6.1742,52.66243243,86.28375,6.645434783,2.087037037,37.36736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.44111111,96.05888889,0.4162745098,29.3755,NA,94.228,94.59066667,79.32684211,NA,NA,97.90611111,80.1896,NA,NA,NA,44.68561404,99.031,1.842,9.067454545,91.504,NA,NA,NA,96.39886364,NA,95.7544,NA,79.79933333,NA,NA,NA,0.04819672131,NA,NA,96.21233766,38.0720765,NA,NA,NA,NA,NA,98.14684211,NA,85.77333333,8.771450777,97.479375,0.05048484848,97.29152174,93.82666667,0.06255319149,84.74555556,NA,NA,92.968125,99.29681818,0.5822981366,NA,2.773076923,NA,NA,21.78565217,93.37521739,NA,8.399115044,98.41590909,NA,26.088,0.6901851852,98.85062857,NA,NA,NA,NA,NA,86.75478261,97.22041667,89.89828571,95.399,98.81416667,95.66,60.56297297,NA
HBCC_81974_FTX,H1,93.86640719,0.0,0.05208333333,3.0676,47.53424242,87.355,5.168202247,7.650740741,20.48947368,0.2850719424,95.61555556,74.36452675,11.78066667,9.281875,0.0,72.08514286,83.76489796,97.26615385,89.87684211,95.39103448,0.6440196078,47.842,96.012,98.56066667,99.04266667,78.73894737,98.06545455,97.557,100.0,68.47043478,0.5899033816,3.7112,84.0065,57.17074074,99.1655,0.8012380952,1.492037037,99.2144,99.479375,85.78736842,84.53269231,93.09659091,99.00758621,96.714,79.41099338,76.41820312,3.641315789,97.10138889,92.02117647,0.3159016393,77.31784483,81.12784314,90.52844156,18.79404372,98.6316,0.3249101796,11.41469027,56.31842105,33.66235294,90.91210526,92.22521739,84.29571429,8.848195876,95.939375,0.0,98.25688889,87.70541667,0.0,73.12592593,96.58259259,0.04142857143,96.82375,96.38454545,0.6798742138,9.375111111,2.078571429,93.75681818,98.9144,26.54782609,84.75976744,90.90444444,8.843938053,97.17636364,98.17354167,26.554,3.263888889,97.95802469,4.775769231,54.67869565,72.28862069,72.2323301,100.0,98.44136364,98.18916667,99.75,97.725,100.0,95.909375,60.42,89.17302326
HBCC_81974_FTX,H2,98.35426901,NA,0.1884166667,10.3246,71.12006098,84.38625,12.65421053,9.670740741,36.9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.40578947,94.38962963,0.7221568627,6.1485,NA,97.45933333,98.53533333,90.62526316,NA,NA,98.05444444,81.424,NA,NA,NA,23.70627119,98.2155,0.4185714286,7.178181818,99.2,NA,NA,NA,93.13931818,NA,97.962,NA,85.51086614,NA,NA,NA,0.1024590164,NA,NA,96.88267974,49.87134078,NA,NA,NA,NA,NA,96.55894737,NA,94.14571429,8.304329897,97.109375,0.03329341317,98.45695652,94.31041667,0.153655914,92.49888889,NA,NA,85.80729167,98.76818182,0.4563125,NA,3.495769231,NA,NA,17.96869565,88.67162791,NA,8.345022222,97.57521739,NA,21.249,3.414259259,99.28417178,NA,NA,NA,NA,NA,70.48454545,92.93583333,89.99974359,95.543,99.21666667,85.994375,52.91054054,NA
HBCC_81975_FTX,H1,93.81233918,0.1515,0.0,7.2108,62.60548193,48.25375,6.585,9.505185185,32.81333333,0.7272953737,90.37764706,67.46176211,5.077333333,11.32588764,0.49,71.66714286,87.82333333,95.96,93.84526316,82.76814815,0.6396078431,9.411764706,94.46088235,99.13793103,100.0,86.32894737,98.41272727,98.113,98.605,78.7228,1.203429952,5.1068,87.2760989,42.32542373,98.832,1.845904762,17.36363636,92.8224,95.193125,74.07421053,91.94602564,94.62613636,99.08965517,95.8404,83.10388084,75.71023437,3.903187135,92.55027778,88.98294118,0.04557377049,78.07060345,88.60960784,94.74305195,31.51475138,88.1756,0.1482634731,8.393818182,39.358,22.9,96.25368421,97.29304348,76.12428571,9.833969072,98.75,0.0,98.04326087,83.38875,0.1675268817,90.75148148,87.08592593,0.2291925466,96.59913043,97.31,0.7878125,8.128,2.069615385,95.55272727,93.1728,6.832380952,92.93434783,80.46333333,8.178495575,98.70095238,92.39657534,27.9275,2.115740741,94.32395062,3.607307692,65.05173913,90.71689655,69.95014634,98.70962963,94.34565217,92.86583333,76.747,96.06066667,97.75173913,98.955,57.98675676,77.86488372
HBCC_81975_FTX,H2,95.86011696,NA,0.1999166667,8.7772,52.75503268,73.618125,16.65238095,8.365925926,27.4725,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.17947368,88.10851852,0.6825490196,18.268,NA,95.96933333,97.43533333,91.94473684,NA,NA,94.22,78.91,NA,NA,NA,43.23898305,96.5595,2.187809524,18.92236364,99.7144,NA,NA,NA,96.55136364,NA,97.0884,NA,81.03203125,NA,NA,NA,0.2990983607,NA,NA,95.04649351,29.26841463,NA,NA,NA,NA,NA,94.76789474,NA,70.30714286,7.95685567,98.90875,0.1211976048,94.08065217,89.09958333,0.2072631579,92.74538462,NA,NA,98.151875,97.07545455,0.586875,NA,2.345128205,NA,NA,16.67826087,89.51,NA,10.70469027,98.76318182,NA,17.1185,1.938148148,98.16182482,NA,NA,NA,NA,NA,92.80043478,94.54291667,98.87775,92.5937931,96.20458333,95.859375,57.48972973,NA
HBCC_81976_FTX,H1,97.60590643,0.09266666667,0.1111666667,4.605,52.39753521,80.385,11.8930303,7.565555556,24.0055,0.9367259786,93.38055556,72.2950885,2.942,6.865225225,1.420588235,70.49057143,94.17888889,97.53692308,98.71210526,99.8237037,0.3439215686,8.208,94.19512821,97.123,94.826,94.09105263,98.63522727,99.706,98.64666667,86.6272,0.8156521739,2.9896,89.25377778,31.45457627,97.75375,1.147809524,12.12,97.08333333,97.5,88.28810811,99.56144737,91.55046512,99.56896552,95.7944,81.3164791,85.19679688,5.328918129,93.65194444,95.01941176,0.05852459016,89.69594828,93.3454902,96.8111039,33.04535519,98.7208,0.5015151515,17.46884956,26.483,19.67722222,96.72473684,92.93043478,92.53904762,12.40381443,99.305625,0.05018072289,93.65391304,88.45791667,0.116344086,97.1037037,94.65259259,0.2773291925,95.03488889,99.18136364,0.4051875,7.891777778,1.983589744,87.32954545,96.4952,2.645238095,92.87782609,91.54055556,9.653111111,98.67318182,98.68431579,42.54,0.642962963,99.20157303,0.6992307692,83.34826087,91.97793103,75.59019512,99.29,93.29695652,97.45916667,98.28875,96.10535714,99.7025,97.625,77.88027027,90.50790698
HBCC_81976_FTX,H2,97.43552941,NA,0.09760330579,7.7612,65.042,78.36875,7.280869565,4.024444444,30.5435,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.78789474,96.21857143,0.9551960784,41.6605,NA,98.32133333,99.432,93.48526316,NA,NA,98.725,96.2912,NA,NA,NA,51.81631579,99.07825,1.796,6.828,95.294,NA,NA,NA,96.91727273,NA,98.1116,NA,83.93276596,NA,NA,NA,0.1935245902,NA,NA,97.32285714,36.1352459,NA,NA,NA,NA,NA,97.01263158,NA,83.37047619,16.94352332,99.583125,0.08115151515,98.20152174,88.67791667,0.6995744681,86.52961538,NA,NA,96.14854167,99.00090909,0.542,NA,2.328333333,NA,NA,19.33695652,86.62837209,NA,9.054666667,98.60304348,NA,81.979,1.073333333,98.93802469,NA,NA,NA,NA,NA,83.28227273,96.35541667,100.0,98.13137931,98.49347826,98.23875,61.35083333,NA
HBCC_81977_FTX,H1,97.86907143,0.0,0.0,5.3904,44.55523437,94.62,4.668901099,14.40074074,44.9695,6.531863799,97.56833333,74.11763393,13.48866667,7.675011287,1.411111111,60.42852941,87.08057692,99.0772,90.20333333,79.96814815,0.6234313725,49.8865,94.76275,98.321,98.86733333,83.03684211,99.19909091,97.905,97.96722222,83.222,0.4548792271,4.4352,87.41033333,46.26578947,95.67875,1.134857143,5.843818182,93.7984,96.92375,73.44605263,96.36142857,98.65886364,99.42517241,98.97,80.50185497,84.45523437,4.056432749,96.90972222,94.66470588,0.1673170732,80.95745614,87.38156863,89.81149351,42.97535519,94.77,0.4168072289,24.80849558,60.26,47.34470588,93.08473684,91.68695652,73.62809524,8.983678756,98.825,0.0,96.23511111,91.01478261,0.0,75.34615385,95.48481481,0.0,97.93577778,95.70409091,0.36075,4.646,3.486794872,84.04809524,97.5032,13.75826087,88.81159091,93.50555556,10.14097345,96.69782609,99.3925,34.498,3.299444444,97.72186747,0.3846153846,32.15869565,71.34433333,59.87448276,98.98444444,76.15818182,99.12041667,94.06075,95.83178571,100.0,96.70625,82.68891892,96.58069767
HBCC_81977_FTX,H2,99.45035928,NA,0.09016666667,6.9176,55.87385185,93.195,4.787826087,5.937407407,56.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.92736842,97.99269231,1.725841584,30.11210526,NA,100.0,98.66666667,54.19842105,NA,NA,100.0,52.53,NA,NA,NA,43.64661017,98.4615,1.74,7.943888889,94.4912,NA,NA,NA,94.02590909,NA,96.4852,NA,93.55747664,NA,NA,NA,0.1016260163,NA,NA,96.60545455,39.3679235,NA,NA,NA,NA,NA,100.0,NA,25.1247619,6.359736842,97.18,0.1889156627,98.28652174,77.75541667,0.1504210526,70.28925926,NA,NA,99.16666667,97.13409091,0.3444375,NA,2.670897436,NA,NA,15.35043478,97.24288889,NA,8.894690265,95.24478261,NA,18.7325,4.202037037,98.27933333,NA,NA,NA,NA,NA,99.30090909,97.19791667,96.782,98.53724138,98.61416667,97.158125,49.51486486,NA
